reason_excluded,participantId,langAbv,lang,standardized_entered_name,entered_name,colorSpace,r,g,b,trialNum,tileNum,rgbSet,background,locale,studyVersion,originalLangAbv
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",purple,purple,rgb,154,0,255,3,6,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,95,255,3,7,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",red,red,rgb,255,0,88,3,8,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",green,green,rgb,0,255,140,3,9,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",green,green,rgb,180,255,0,3,10,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",pink,pink,rgb,255,0,124,3,11,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,184,255,6,0,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",purple,purple,rgb,255,0,252,6,1,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",green,green,rgb,102,255,0,6,2,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",pink,pink,rgb,255,0,172,6,3,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,40,255,6,4,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",yellow,yellow,rgb,255,198,0,6,5,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",purple,purple,rgb,255,0,215,6,6,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",green,green,rgb,0,255,66,6,8,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",red,red,rgb,255,0,51,6,9,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,255,236,6,10,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",orange,orange,rgb,255,163,0,6,11,line,white,en,1.1.5,
excluded name,0,fr,"French (français, langue française)",lime,Lime,rgb,42,241,149,1,0,full,white,en,1.1.5,
excluded name,0,fr,"French (français, langue française)",lime,Lime,rgb,176,213,13,6,1,full,white,en,1.1.5,
forbidden characters,17147,zh,"Chinese (中文 (Zhōngwén), 汉语, 漢語)",蓝绿色tiffany蓝色,蓝绿色Tiffany蓝,rgb,22,201,174,1,9,full,white,zh,1.1.5,
excluded name,17476,sv,Swedish (svenska),magenta,magenta,rgb,72,27,31,3,5,full,white,en,1.1.5,
excluded name,18256,it,Italian (italiano),blue,Blue,rgb,0,198,255,1,7,line,white,en,1.1.5,
excluded name,18313,fr,"French (français, langue française)",pink,pink,rgb,228,68,93,1,1,full,white,en,1.1.5,
excluded name,18313,fr,"French (français, langue française)",light blue,light blue,rgb,59,101,226,1,3,full,white,en,1.1.5,
excluded name,18313,fr,"French (français, langue française)",green,green,rgb,58,145,122,1,4,full,white,en,1.1.5,
excluded name,18313,fr,"French (français, langue française)",green,green,rgb,115,219,53,1,5,full,white,en,1.1.5,
excluded name,18313,fr,"French (français, langue française)",pink,pink,rgb,229,135,114,1,6,full,white,en,1.1.5,
excluded name,18313,fr,"French (français, langue française)",green,green,rgb,152,210,103,1,7,full,white,en,1.1.5,
excluded name,18313,fr,"French (français, langue française)",purple,purple,rgb,164,81,203,1,11,full,white,en,1.1.5,
excluded name,18480,en,English (English),a,a,rgb,25,110,27,1,0,full,white,en,1.1.5,
excluded name,18480,en,English (English),a,a,rgb,109,58,16,1,1,full,white,en,1.1.5,
excluded name,18480,en,English (English),a,a,rgb,55,137,244,1,2,full,white,en,1.1.5,
excluded name,18480,en,English (English),a,a,rgb,246,103,150,1,3,full,white,en,1.1.5,
excluded name,18480,en,English (English),a,a,rgb,1,24,239,1,4,full,white,en,1.1.5,
excluded name,18480,en,English (English),a,a,rgb,174,124,156,1,5,full,white,en,1.1.5,
excluded name,18480,en,English (English),a,a,rgb,175,103,255,1,6,full,white,en,1.1.5,
excluded name,18480,en,English (English),a,a,rgb,99,114,150,1,7,full,white,en,1.1.5,
excluded name,18480,en,English (English),a,a,rgb,190,168,163,1,8,full,white,en,1.1.5,
excluded name,18480,en,English (English),a,a,rgb,27,45,160,1,9,full,white,en,1.1.5,
excluded name,18480,en,English (English),a,a,rgb,16,186,189,1,10,full,white,en,1.1.5,
excluded name,18480,en,English (English),a,a,rgb,238,230,60,1,11,full,white,en,1.1.5,
excluded name,18480,en,English (English),a,a,rgb,79,15,101,3,0,full,white,en,1.1.5,
excluded name,18480,en,English (English),a,a,rgb,247,191,148,3,1,full,white,en,1.1.5,
excluded name,18480,en,English (English),a,a,rgb,126,28,63,3,2,full,white,en,1.1.5,
excluded name,18480,en,English (English),a,a,rgb,205,92,59,3,3,full,white,en,1.1.5,
excluded name,18480,en,English (English),a,a,rgb,248,9,163,3,4,full,white,en,1.1.5,
excluded name,18480,en,English (English),a,a,rgb,216,37,191,3,5,full,white,en,1.1.5,
excluded name,18480,en,English (English),a,a,rgb,122,244,180,3,6,full,white,en,1.1.5,
excluded name,18480,en,English (English),a,a,rgb,48,33,19,3,7,full,white,en,1.1.5,
excluded name,18561,pt,Portuguese (português),pink,pink,rgb,241,132,187,1,0,full,white,en,1.1.5,
excluded name,18561,pt,Portuguese (português),purple,purple,rgb,158,53,158,1,1,full,white,en,1.1.5,
excluded name,18561,pt,Portuguese (português),light blue,light blue,rgb,101,137,197,1,2,full,white,en,1.1.5,
excluded name,18556,pt,Portuguese (português),pink,pink,rgb,214,96,241,1,5,full,white,en,1.1.5,
excluded name,18557,pt,Portuguese (português),pink,pink,rgb,199,64,245,1,4,full,white,en,1.1.5,
excluded name,18548,pt,Portuguese (português),yellow,yellow,rgb,252,239,60,1,7,full,white,en,1.1.5,
excluded name,18548,pt,Portuguese (português),turquoise,turquoise,rgb,32,128,221,1,8,full,white,en,1.1.5,
excluded name,18548,pt,Portuguese (português),pink,pink,rgb,239,104,239,1,11,full,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),cyan,cyan,rgb,0,255,214,1,0,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),lime,lime,rgb,210,255,0,1,1,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),bubblegum pink,bubblegum pink,rgb,255,0,143,1,2,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),yellow,yellow,rgb,233,255,0,1,3,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),green,Green,rgb,103,255,0,1,4,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),yellow,yellow,rgb,255,228,0,1,5,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),royal blue,Royal Blue,rgb,0,29,255,1,6,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),blue,Blue,rgb,0,123,255,1,7,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),green,Green,rgb,172,255,0,1,8,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),green,Green,rgb,0,255,126,1,9,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),blue,Blue,rgb,0,101,255,1,10,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),light blue,light Blue,rgb,0,160,255,1,11,line,white,en,1.1.5,
excluded name,18570,pt,Portuguese (português),bright green,bright green,rgb,53,208,66,1,0,full,white,en,1.1.5,
excluded name,18570,pt,Portuguese (português),light blue,light blue,rgb,122,150,208,1,5,full,white,en,1.1.5,
excluded name,18570,pt,Portuguese (português),pink,pink,rgb,249,131,205,1,7,full,white,en,1.1.5,
excluded name,18570,pt,Portuguese (português),purple,purple,rgb,164,66,254,3,0,full,white,en,1.1.5,
excluded name,18570,pt,Portuguese (português),pink,pink,rgb,217,57,157,3,5,full,white,en,1.1.5,
excluded name,18570,pt,Portuguese (português),green,green,rgb,39,107,70,3,6,full,white,en,1.1.5,
excluded name,18570,pt,Portuguese (português),turquoise,turquoise,rgb,63,207,237,3,10,full,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),pink,pink,rgb,255,0,101,3,0,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),blue,Blue,rgb,0,190,255,3,1,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),pink,pink,rgb,255,0,165,3,2,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),yellow,yellow,rgb,255,206,0,3,3,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),orange,Orange,rgb,255,138,0,3,4,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),purple,purple,rgb,176,0,255,3,5,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),blue,Blue,rgb,125,0,255,3,6,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),pink,pink,rgb,255,0,194,3,7,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),iuhw,iuhw,rgb,255,166,0,3,8,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),dqwhu,dqwhu,rgb,255,0,39,3,9,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),bnoquh,bnoquh,rgb,255,0,78,3,10,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),bkascbk,bkascbk,rgb,0,255,171,3,11,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),vhj,vhj,rgb,0,255,242,6,0,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),ufa,ufa,rgb,255,44,0,6,1,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),nj,nj,rgb,238,0,255,6,2,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),vluy,vluy,rgb,0,255,66,6,3,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),io,io,rgb,0,88,255,6,4,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),puig,Puig,rgb,0,246,255,6,5,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),bj,bj,rgb,0,255,77,6,6,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),uca,uca,rgb,255,113,0,6,7,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),jk,jk,rgb,255,0,237,6,8,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),oba,oba,rgb,0,51,255,6,9,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),kln,kln,rgb,0,206,255,6,10,line,white,en,1.1.5,
participant id,18553,pt,Portuguese (português),iulvy,iulvy,rgb,0,138,255,6,11,line,white,en,1.1.5,
excluded name,18585,pt,Portuguese (português),purple,purple,rgb,65,32,167,1,2,full,white,en,1.1.5,
excluded name,18585,pt,Portuguese (português),yellow,yellow,rgb,250,205,15,1,5,full,white,en,1.1.5,
excluded name,18585,pt,Portuguese (português),pink,pink,rgb,224,149,138,1,7,full,white,en,1.1.5,
excluded name,18585,pt,Portuguese (português),turquoise,turquoise,rgb,21,73,225,1,8,full,white,en,1.1.5,
excluded name,18585,pt,Portuguese (português),orange,orange,rgb,215,135,63,1,11,full,white,en,1.1.5,
excluded name,18585,pt,Portuguese (português),green,green,rgb,110,174,43,3,5,full,white,en,1.1.5,
excluded name,18585,pt,Portuguese (português),light blue,light blue,rgb,141,226,190,3,7,full,white,en,1.1.5,
excluded name,18585,pt,Portuguese (português),purple,purple,rgb,174,51,253,3,10,full,white,en,1.1.5,
excluded name,18585,pt,Portuguese (português),blue,blue,rgb,89,184,248,6,2,full,white,en,1.1.5,
excluded name,18585,pt,Portuguese (português),light blue,light blue,rgb,155,187,212,6,9,full,white,en,1.1.5,
excluded name,18585,pt,Portuguese (português),pink,pink,rgb,250,110,204,6,10,full,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),yellow,yellow,rgb,255,209,0,1,1,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),pink,pink,rgb,255,0,140,1,2,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),pink,pink,rgb,255,0,92,1,4,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),pink,pink,rgb,255,0,183,1,5,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),light blue,light blue,rgb,0,217,255,1,6,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),red,red,rgb,255,49,0,1,7,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),pink,pink,rgb,255,0,238,1,9,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),green,green,rgb,100,255,0,1,10,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),green,green,rgb,0,255,47,1,11,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),blue,blue,rgb,0,146,255,1,0,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),pink,pink,rgb,255,0,210,1,1,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),green,green,rgb,131,255,0,1,2,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),purple,purple,rgb,153,0,255,1,3,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),light blue,light blue,rgb,0,205,255,1,4,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),red,red,rgb,255,0,103,1,6,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),orange,orange,rgb,255,118,0,1,7,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),yellow,yellow,rgb,243,255,0,1,8,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),blue,blue,rgb,0,162,255,3,0,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),green,green,rgb,0,255,202,3,1,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),pink,pink,rgb,255,0,138,3,2,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),orange,orange,rgb,255,137,0,3,3,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),sea blue,sea blue,rgb,0,56,255,3,4,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),pink,pink,rgb,255,0,201,3,5,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),yellow,yellow,rgb,255,226,0,3,6,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),light blue,light blue,rgb,0,255,250,3,8,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),green,green,rgb,0,255,27,3,9,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),orange,orange,rgb,255,167,0,3,10,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),blue,blue,rgb,0,125,255,3,11,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),blue,blue,rgb,0,161,255,3,0,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),orange,orange,rgb,255,100,0,3,1,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),yellow,yellow,rgb,255,239,0,3,2,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),green,green,rgb,174,255,0,3,3,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),orange,orange,rgb,255,142,0,3,4,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),light blue,light blue,rgb,0,182,255,3,5,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),red,red,rgb,255,0,35,3,6,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),blue,blue,rgb,0,133,255,3,7,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),light red,light red,rgb,255,0,70,3,8,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),blue,blue,rgb,39,0,255,3,9,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),pink,pink,rgb,255,0,176,3,10,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),purple,purple,rgb,189,0,255,3,11,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),green,green,rgb,0,255,177,6,0,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),red,red,rgb,255,0,46,6,1,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),purple,purple,rgb,224,0,255,6,2,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),blue,blue,rgb,0,27,255,6,3,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),blue,blue,rgb,0,188,255,6,5,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),blue,blue,rgb,0,249,255,6,6,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),blue,blue,rgb,0,107,255,6,7,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),red,red,rgb,255,18,0,6,8,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),blue,blue,rgb,0,73,255,6,9,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),yellow,yellow,rgb,189,255,0,6,10,line,white,en,1.1.5,
excluded name,18595,pt,Portuguese (português),red,red,rgb,255,0,78,6,11,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),blue,blue,rgb,0,51,255,6,0,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),blue,blue,rgb,0,105,255,6,3,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),orange,orange,rgb,255,177,0,6,4,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),purple,purple,rgb,221,0,255,6,7,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),yellow,yellow,rgb,233,255,0,6,8,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),blue,blue,rgb,0,149,255,6,9,line,white,en,1.1.5,
excluded name,18594,pt,Portuguese (português),blue,blue,rgb,0,89,255,6,10,line,white,en,1.1.5,
forbidden characters,18699,zh,"Chinese (中文 (Zhōngwén), 汉语, 漢語)",su7色,su7色,rgb,180,242,232,1,11,full,white,zh,1.1.5,
excluded name,18721,sv,Swedish (svenska),magenta,Magenta,rgb,185,34,148,1,0,full,white,en,1.1.5,
excluded name,18833,de,German (Deutsch),cyan,Cyan,rgb,8,233,245,1,5,full,white,en,1.1.5,
participant id,18863,,,fuchsia,fuchsia,rgb,255,0,213,1,0,line,white,en,1.1.5,
participant id,18863,,,műtős zöld,műtős-zöld,rgb,0,255,205,1,1,line,white,en,1.1.5,
participant id,18863,,,gablezöld,gablezöld,rgb,61,255,0,1,2,line,white,en,1.1.5,
participant id,18863,,,zöldebbrozsaszin,zöldebbrozsaszin,rgb,255,0,111,1,3,line,white,en,1.1.5,
participant id,18863,,,rozsaszin,rozsaszin,rgb,255,0,129,1,4,line,white,en,1.1.5,
participant id,18863,,,cián,cián,rgb,0,253,255,1,5,line,white,en,1.1.5,
participant id,18863,,,ezretekebb,ezretekebb,rgb,0,255,70,1,6,line,white,en,1.1.5,
participant id,18863,,,veres,veres,rgb,255,0,31,1,7,line,white,en,1.1.5,
participant id,18863,,,4,4,rgb,255,160,0,1,8,line,white,en,1.1.5,
participant id,18863,,,lila,lila,rgb,203,0,255,1,9,line,white,en,1.1.5,
participant id,18863,,,rrrretek,rrrretek,rgb,0,166,255,1,10,line,white,en,1.1.5,
participant id,18863,,,troll szeme,troll szeme,rgb,0,255,99,1,11,line,white,en,1.1.5,
participant id,18992,en,English (English),gray,gray,rgb,108,131,177,1,0,full,white,en,1.1.5,
participant id,18992,en,English (English),d,d,rgb,31,107,243,1,1,full,white,en,1.1.5,
participant id,18992,en,English (English),d,d,rgb,211,51,9,1,2,full,white,en,1.1.5,
participant id,18992,en,English (English),d,d,rgb,114,33,229,1,3,full,white,en,1.1.5,
participant id,18992,en,English (English),d,d,rgb,154,173,72,1,4,full,white,en,1.1.5,
participant id,18992,en,English (English),d,d,rgb,184,231,119,1,5,full,white,en,1.1.5,
participant id,18992,en,English (English),d,d,rgb,166,32,28,1,6,full,white,en,1.1.5,
participant id,18992,en,English (English),d,d,rgb,129,89,155,1,7,full,white,en,1.1.5,
participant id,18992,en,English (English),ddd,ddd,rgb,50,243,30,1,8,full,white,en,1.1.5,
participant id,18992,en,English (English),d,d,rgb,110,196,170,1,9,full,white,en,1.1.5,
participant id,18992,en,English (English),d,d,rgb,173,68,180,1,10,full,white,en,1.1.5,
participant id,18992,en,English (English),d,d,rgb,239,231,112,1,11,full,white,en,1.1.5,
excluded name,19158,fr,"French (français, langue française)",green,green,rgb,179,223,24,1,1,full,white,en,1.1.5,
excluded name,19158,fr,"French (français, langue française)",purple,purple,rgb,176,108,146,1,3,full,white,en,1.1.5,
excluded name,19158,fr,"French (français, langue française)",green,green,rgb,33,101,100,1,4,full,white,en,1.1.5,
excluded name,19158,fr,"French (français, langue française)",green,green,rgb,89,237,167,1,6,full,white,en,1.1.5,
excluded name,19158,fr,"French (français, langue française)",green,green,rgb,143,250,222,1,7,full,white,en,1.1.5,
excluded name,19158,fr,"French (français, langue française)",green,green,rgb,105,160,181,1,8,full,white,en,1.1.5,
